LandisData "Dynamic Input Data"

>> WARNING - THIS IS A BIAS-CORRECTED INPUT FILE

>> The following multiplier was applied to all species's original maxB and maxANPP
>>	multiplier
>>	0.7

>> The following species' parameters (maxANPP and maxB) have also been modified

>>	species		averageMaxBiomassTarget	finalMultiplier
0	418_2	PICE.MAR	0.386	990	10539
0	418_2	PICE.RUB	0.386	619	4752
0	418_2	PINU.BAN	0.476	1331	10004
0	418_2	PINU.RES	0.435	1192	10335
0	418_2	PINU.STR	0.435	965	8228
0	418_2	POPU.TRE	0.498	1234	7924
0	418_2	QUER.RUB	0.401	1589	15788
0	418_2	THUJ.SPP.ALL	0.386	704	6717
0	418_2	TSUG.CAN	0.347	690	7202
0	418_3	ABIE.BAL	0.455	318	2556
0	418_3	ACER.RUB	0.455	885	6385
0	418_3	ACER.SAH	0.418	1157	9362
0	418_3	BETU.ALL	0.435	925	6820
0	418_3	BETU.PAP	0.476	685	3794
0	418_3	FAGU.GRA	0.418	1099	10230
0	418_3	LARI.LAR	0.498	355	3107
0	418_3	PICE.GLA	0.435	1028	11712
0	418_3	PICE.MAR	0.401	1010	10161
0	418_3	PICE.RUB	0.386	630	4748
0	418_3	PINU.BAN	0.498	1290	9941
0	418_3	PINU.RES	0.455	1326	10823
0	418_3	PINU.STR	0.455	1009	8821
0	418_3	POPU.TRE	0.523	1198	7808
0	418_3	QUER.RUB	0.435	1654	16679
0	418_3	THUJ.SPP.ALL	0.386	771	7174
0	418_3	TSUG.CAN	0.372	736	7652
0	418_4	ABIE.BAL	0.455	333	2447
0	418_4	ACER.RUB	0.455	888	6469
0	418_4	ACER.SAH	0.435	1127	8981
0	418_4	BETU.ALL	0.435	978	6718
0	418_4	BETU.PAP	0.498	669	3832
0	418_4	FAGU.GRA	0.418	1102	10991
0	418_4	LARI.LAR	0.498	1864	8033
0	418_4	PICE.GLA	0.435	1051	12046
0	418_4	PICE.MAR	0.401	987	10005
0	418_4	PICE.RUB	0.386	586	4899
0	418_4	PINU.BAN	0.498	1282	10056
0	418_4	PINU.RES	0.455	1337	10868
0	418_4	PINU.STR	0.455	1017	8827
0	418_4	POPU.TRE	0.523	1146	7840
0	418_4	QUER.RUB	0.435	1763	17027
0	418_4	THUJ.SPP.ALL	0.386	771	6721
0	418_4	TSUG.CAN	0.372	748	7595
0	418_5	ABIE.BAL	0.435	372	2535
0	418_5	ACER.RUB	0.435	821	6373
0	418_5	ACER.SAH	0.418	1046	9732
0	418_5	BETU.ALL	0.418	897	6646
0	418_5	BETU.PAP	0.476	662	3851
0	418_5	FAGU.GRA	0.418	969	10621
0	418_5	LARI.LAR	0.476	1877	6861
0	418_5	PICE.GLA	0.418	1130	11667
0	418_5	PICE.MAR	0.386	1005	10676
0	418_5	PICE.RUB	0.386	584	4830
0	418_5	PINU.BAN	0.476	1349	10030
0	418_5	PINU.RES	0.435	1219	10881
0	418_5	PINU.STR	0.435	973	8485
0	418_5	POPU.TRE	0.498	1279	7992
0	418_5	QUER.RUB	0.401	1451	16084
0	418_5	THUJ.SPP.ALL	0.386	713	6709
0	418_5	TSUG.CAN	0.347	709	7262
0	419_1	ABIE.BAL	0.435	293	2294
0	419_1	ACER.RUB	0.435	672	5939
0	419_1	ACER.SAH	0.418	948	8628
0	419_1	BETU.ALL	0.418	759	5957
0	419_1	BETU.PAP	0.476	561	3555
0	419_1	FAGU.GRA	0.418	780	9950
0	419_1	LARI.LAR	0.476	330	2783
0	419_1	PICE.GLA	0.418	815	10646
0	419_1	PICE.MAR	0.386	886	9484
0	419_1	PICE.RUB	0.386	786	4691
0	419_1	PINU.BAN	0.476	1104	9627
0	419_1	PINU.RES	0.435	1054	10244
0	419_1	PINU.STR	0.435	818	7904
0	419_1	POPU.TRE	0.498	995	7381
0	419_1	QUER.RUB	0.401	1296	14497
0	419_1	THUJ.SPP.ALL	0.386	575	6280
0	419_1	TSUG.CAN	0.347	551	6704
0	419_2	ABIE.BAL	0.435	276	2402
0	419_2	ACER.RUB	0.435	703	6229
0	419_2	ACER.SAH	0.418	1114	9164
0	419_2	BETU.ALL	0.418	782	6151
0	419_2	BETU.PAP	0.476	594	3666
0	419_2	FAGU.GRA	0.401	819	10128
0	419_2	LARI.LAR	0.476	1698	9576
0	419_2	PICE.GLA	0.418	919	11316
0	419_2	PICE.MAR	0.386	976	9852
0	419_2	PICE.RUB	0.386	751	4781
0	419_2	PINU.BAN	0.476	1200	9806
0	419_2	PINU.RES	0.435	1122	10396
0	419_2	PINU.STR	0.435	864	7737
0	419_2	POPU.TRE	0.498	1068	7573
0	419_2	QUER.RUB	0.401	1336	15058
0	419_2	THUJ.SPP.ALL	0.386	875	3386
0	419_2	TSUG.CAN	0.347	573	6775
0	419_3	ABIE.BAL	0.435	315	2485
0	419_3	ACER.RUB	0.435	806	6447
0	419_3	ACER.SAH	0.418	1057	9290
0	419_3	BETU.ALL	0.418	905	6618
0	419_3	BETU.PAP	0.476	659	3723
0	419_3	FAGU.GRA	0.418	995	10408
0	419_3	LARI.LAR	0.476	324	2965
0	419_3	PICE.GLA	0.418	1086	11591
0	419_3	PICE.MAR	0.386	962	9919
0	419_3	PICE.RUB	0.386	756	4864
0	419_3	PINU.BAN	0.498	1288	9845
0	419_3	PINU.RES	0.435	1250	11049
0	419_3	PINU.STR	0.435	991	8371
0	419_3	POPU.TRE	0.498	1169	7775
0	419_3	QUER.RUB	0.401	1796	15466
0	419_3	THUJ.SPP.ALL	0.386	646	6638
0	419_3	TSUG.CAN	0.359	685	7033
0	419_4	ABIE.BAL	0.435	299	2407
0	419_4	ACER.RUB	0.435	718	6096
0	419_4	ACER.SAH	0.418	886	8343
0	419_4	BETU.ALL	0.418	800	6053
0	419_4	BETU.PAP	0.476	579	3604
0	419_4	FAGU.GRA	0.418	807	10512
0	419_4	LARI.LAR	0.476	323	2795
0	419_4	PICE.GLA	0.418	877	11086
0	419_4	PICE.MAR	0.386	929	9572
0	419_4	PICE.RUB	0.386	643	4642
0	419_4	PINU.BAN	0.498	1651	7209
0	419_4	PINU.RES	0.435	1119	10270
0	419_4	PINU.STR	0.435	881	8084
0	419_4	POPU.TRE	0.498	1052	7568
0	419_4	QUER.RUB	0.401	1385	15303
0	419_4	THUJ.SPP.ALL	0.386	578	6326
0	419_4	TSUG.CAN	0.347	582	6828
0	419_5	ABIE.BAL	0.435	296	2463
0	419_5	ACER.RUB	0.435	769	6210
0	419_5	ACER.SAH	0.418	992	8987
0	419_5	BETU.ALL	0.418	834	6328
0	419_5	BETU.PAP	0.476	592	3751
0	419_5	FAGU.GRA	0.418	909	10149
0	419_5	LARI.LAR	0.476	374	2901
0	419_5	PICE.GLA	0	0	0
0	419_5	PICE.MAR	0.386	824	10042
0	419_5	PICE.RUB	0.386	816	4843
0	419_5	PINU.BAN	0.498	1230	9733
0	419_5	PINU.RES	0.435	1158	10652
0	419_5	PINU.STR	0.435	928	8424
0	419_5	POPU.TRE	0.498	1121	7741
0	419_5	QUER.RUB	0.401	1509	15508
0	419_5	THUJ.SPP.ALL	0.386	592	6514
0	419_5	TSUG.CAN	0.347	637	7133
0	422_1	ABIE.BAL	0.435	360	2241
0	422_1	ACER.RUB	0.435	566	5696
0	422_1	ACER.SAH	0.418	745	7729
0	422_1	BETU.ALL	0.418	635	5872
0	422_1	BETU.PAP	0.476	479	3408
0	422_1	FAGU.GRA	0.401	668	9740
0	422_1	LARI.LAR	0.476	286	2593
0	422_1	PICE.GLA	0.418	649	9986
0	422_1	PICE.MAR	0.386	2004	6586
0	422_1	PICE.RUB	0.372	879	4783
0	422_1	PINU.BAN	0.476	1006	9586
0	422_1	PINU.RES	0.435	1161	10105
0	422_1	PINU.STR	0.435	718	7690
0	422_1	POPU.TRE	0.498	840	7160
0	422_1	QUER.RUB	0.401	1156	14044
0	422_1	THUJ.SPP.ALL	0.386	547	6156
0	422_1	TSUG.CAN	0.347	463	6220
0	422_2	ABIE.BAL	0.435	289	2242
0	422_2	ACER.RUB	0.435	687	5389
0	422_2	ACER.SAH	0.418	760	8030
0	422_2	BETU.ALL	0.418	638	6094
0	422_2	BETU.PAP	0.476	444	3438
0	422_2	FAGU.GRA	0.401	636	9699
0	422_2	LARI.LAR	0.455	296	2603
0	422_2	PICE.GLA	0.418	649	9673
0	422_2	PICE.MAR	0.386	782	9108
0	422_2	PICE.RUB	0.372	801	4522
0	422_2	PINU.BAN	0.476	997	9556
0	422_2	PINU.RES	0.435	1196	9587
0	422_2	PINU.STR	0.435	711	7490
0	422_2	POPU.TRE	0.498	832	7268
0	422_2	QUER.RUB	0.386	1102	13967
0	422_2	THUJ.SPP.ALL	0.386	543	6174
0	422_2	TSUG.CAN	0.347	453	5986
0	422_3	ABIE.BAL	0.435	285	2234
0	422_3	ACER.RUB	0.435	669	5380
0	422_3	ACER.SAH	0.418	811	7824
0	422_3	BETU.ALL	0.418	631	5887
0	422_3	BETU.PAP	0.476	454	3422
0	422_3	FAGU.GRA	0.401	622	9399
0	422_3	LARI.LAR	0.476	358	2594
0	422_3	PICE.GLA	0.418	662	9309
0	422_3	PICE.MAR	0.386	1513	6138
0	422_3	PICE.RUB	0.372	530	4485
0	422_3	PINU.BAN	0.476	998	9473
0	422_3	PINU.RES	0.435	1197	9814
0	422_3	PINU.STR	0.435	713	7395
0	422_3	POPU.TRE	0.498	850	7316
0	422_3	QUER.RUB	0.386	1139	13437
0	422_3	THUJ.SPP.ALL	0.386	544	6082
0	422_3	TSUG.CAN	0.347	449	6349
0	422_4	ABIE.BAL	0.435	328	2308
0	422_4	ACER.RUB	0.435	700	5279
0	422_4	ACER.SAH	0.418	741	8066
0	422_4	BETU.ALL	0.418	645	5703
0	422_4	BETU.PAP	0.476	500	3506
0	422_4	FAGU.GRA	0.386	638	9388
0	422_4	LARI.LAR	0.476	304	2680
0	422_4	PICE.GLA	0.418	683	10366
0	422_4	PICE.MAR	0.386	806	9174
0	422_4	PICE.RUB	0.435	518	2076
0	422_4	PINU.BAN	0.476	1036	9496
0	422_4	PINU.RES	0.435	863	10042
0	422_4	PINU.STR	0.435	483	4327
0	422_4	POPU.TRE	0.498	891	7259
0	422_4	QUER.RUB	0.386	1104	13913
0	422_4	THUJ.SPP.ALL	0.372	528	6139
0	422_4	TSUG.CAN	0.347	444	6274
0	422_5	ABIE.BAL	0.435	280	2236
0	422_5	ACER.RUB	0.435	713	5381
0	422_5	ACER.SAH	0.418	711	7623
0	422_5	BETU.ALL	0.418	650	5987
0	422_5	BETU.PAP	0.476	493	3402
0	422_5	FAGU.GRA	0.401	669	9526
0	422_5	LARI.LAR	0.476	348	2617
0	422_5	PICE.GLA	0.418	1117	4716
0	422_5	PICE.MAR	0.386	869	8931
0	422_5	PICE.RUB	0.372	863	4568
0	422_5	PINU.BAN	0.476	1007	9468
0	422_5	PINU.RES	0.435	1180	9939
0	422_5	PINU.STR	0.435	716	7519
0	422_5	POPU.TRE	0.498	805	7302
0	422_5	QUER.RUB	0.386	1086	13828
0	422_5	THUJ.SPP.ALL	0.386	538	6230
0	422_5	TSUG.CAN	0.347	456	6288
0	424_1	ABIE.BAL	0.435	279	2463
0	424_1	ACER.RUB	0.455	836	6567
0	424_1	ACER.SAH	0.418	1090	9230
0	424_1	BETU.ALL	0.435	914	6597
0	424_1	BETU.PAP	0.476	622	3819
0	424_1	FAGU.GRA	0.418	1049	11179
0	424_1	LARI.LAR	0.498	370	3025
0	424_1	PICE.GLA	0.435	1014	11479
0	424_1	PICE.MAR	0.401	950	10032
0	424_1	PICE.RUB	0.386	517	4745
0	424_1	PINU.BAN	0.498	1264	9876
0	424_1	PINU.RES	0.455	1223	10986
0	424_1	PINU.STR	0.455	980	8675
0	424_1	POPU.TRE	0.523	1362	3490
0	424_1	QUER.RUB	0.435	1712	16113
0	424_1	THUJ.SPP.ALL	0.386	735	6818
0	424_1	TSUG.CAN	0.372	715	7269
0	424_2	ABIE.BAL	0.435	316	2480
0	424_2	ACER.RUB	0.455	846	6453
0	424_2	ACER.SAH	0.418	1030	9332
0	424_2	BETU.ALL	0.435	929	6552
0	424_2	BETU.PAP	0.498	611	3783
0	424_2	FAGU.GRA	0.418	1035	10617
0	424_2	LARI.LAR	0.498	1280	7230
0	424_2	PICE.GLA	0.435	990	11348
0	424_2	PICE.MAR	0.401	841	10013
0	424_2	PICE.RUB	0.386	727	4889
0	424_2	PINU.BAN	0.476	1311	9819
0	424_2	PINU.RES	0.455	1252	10955
0	424_2	PINU.STR	0.455	983	8760
0	424_2	POPU.TRE	0.523	1091	7806
0	424_2	QUER.RUB	0.435	1696	16234
0	424_2	THUJ.SPP.ALL	0.386	727	6836
0	424_2	TSUG.CAN	0.372	684	7499
0	424_3	ABIE.BAL	0.435	330	2495
0	424_3	ACER.RUB	0.435	862	6507
0	424_3	ACER.SAH	0.418	1027	9470
0	424_3	BETU.ALL	0.435	860	6724
0	424_3	BETU.PAP	0.476	668	3798
0	424_3	FAGU.GRA	0.418	1017	10438
0	424_3	LARI.LAR	0.476	389	3044
0	424_3	PICE.GLA	0.418	1086	11694
0	424_3	PICE.MAR	0.386	956	10393
0	424_3	PICE.RUB	0.386	564	4836
0	424_3	PINU.BAN	0.498	1294	9980
0	424_3	PINU.RES	0.455	1217	10725
0	424_3	PINU.STR	0.435	1011	8522
0	424_3	POPU.TRE	0.498	1240	7948
0	424_3	QUER.RUB	0.435	1618	16092
0	424_3	THUJ.SPP.ALL	0.386	704	6755
0	424_3	TSUG.CAN	0.359	716	7614
0	424_4	ABIE.BAL	0.435	317	2502
0	424_4	ACER.RUB	0.455	825	6487
0	424_4	ACER.SAH	0.418	1138	9574
0	424_4	BETU.ALL	0.435	865	6708
0	424_4	BETU.PAP	0.476	641	3821
0	424_4	FAGU.GRA	0.418	1026	11178
0	424_4	LARI.LAR	0.498	349	3026
0	424_4	PICE.GLA	0.418	1046	11582
0	424_4	PICE.MAR	0.386	901	10616
0	424_4	PICE.RUB	0.386	535	4969
0	424_4	PINU.BAN	0.498	1278	10021
0	424_4	PINU.RES	0.455	1273	10602
0	424_4	PINU.STR	0.455	974	8609
0	424_4	POPU.TRE	0.498	1191	7820
0	424_4	QUER.RUB	0.435	1674	16521
0	424_4	THUJ.SPP.ALL	0.386	702	6842
0	424_4	TSUG.CAN	0.359	716	7156
0	424_5	ABIE.BAL	0.435	301	2423
0	424_5	ACER.RUB	0.455	843	6517
0	424_5	ACER.SAH	0.435	1073	9630
0	424_5	BETU.ALL	0.435	877	6791
0	424_5	BETU.PAP	0.498	611	3709
0	424_5	FAGU.GRA	0.418	1040	10799
0	424_5	LARI.LAR	0.498	312	2994
0	424_5	PICE.GLA	0.435	988	11599
0	424_5	PICE.MAR	0.401	978	9950
0	424_5	PICE.RUB	0.386	642	4995
0	424_5	PINU.BAN	0.476	878	4312
0	424_5	PINU.RES	0.455	1254	11152
0	424_5	PINU.STR	0.455	994	8670
0	424_5	POPU.TRE	0.523	1119	7765
0	424_5	QUER.RUB	0.435	1513	16407
0	424_5	THUJ.SPP.ALL	0.386	719	6773
0	424_5	TSUG.CAN	0.372	714	7481
20	415_1	ABIE.BAL	0.455	337	2435
20	415_1	ACER.RUB	0.455	1026	6877
20	415_1	ACER.SAH	0.435	1340	10112
20	415_1	BETU.ALL	0.435	986	6805
20	415_1	BETU.PAP	0.523	640	3849
20	415_1	FAGU.GRA	0.418	1291	11220
20	415_1	LARI.LAR	0.498	374	2802
20	415_1	PICE.GLA	0.418	1068	11513
20	415_1	PICE.MAR	0.386	995	9687
20	415_1	PICE.RUB	0.386	740	4882
20	415_1	PINU.BAN	0.476	1322	9975
20	415_1	PINU.RES	0.455	1473	11508
20	415_1	PINU.STR	0.455	1173	8826
20	415_1	POPU.TRE	0.498	1203	7892
20	415_1	QUER.RUB	0.435	2024	16521
20	415_1	THUJ.SPP.ALL	0.401	754	6954
20	415_1	TSUG.CAN	0.386	844	7621
20	415_2	ABIE.BAL	0.455	333	2482
20	415_2	ACER.RUB	0.455	1008	6754
20	415_2	ACER.SAH	0.435	1315	9945
20	415_2	BETU.ALL	0.435	1058	6794
20	415_2	BETU.PAP	0.523	633	3853
20	415_2	FAGU.GRA	0.418	1330	11582
20	415_2	LARI.LAR	0.498	379	2871
20	415_2	PICE.GLA	0.418	1083	11732
20	415_2	PICE.MAR	0.498	1390	5412
20	415_2	PICE.RUB	0.386	727	4910
20	415_2	PINU.BAN	0.476	1967	8076
20	415_2	PINU.RES	0.455	1479	11215
20	415_2	PINU.STR	0.455	1187	9108
20	415_2	POPU.TRE	0.498	1186	8074
20	415_2	QUER.RUB	0.435	1975	16606
20	415_2	THUJ.SPP.ALL	0.401	761	6939
20	415_2	TSUG.CAN	0.386	883	8149
20	415_3	ABIE.BAL	0.455	335	2365
20	415_3	ACER.RUB	0.455	990	6590
20	415_3	ACER.SAH	0.435	1430	9742
20	415_3	BETU.ALL	0.435	1051	6670
20	415_3	BETU.PAP	0.523	624	3724
20	415_3	FAGU.GRA	0.418	1270	11712
20	415_3	LARI.LAR	0.498	375	2754
20	415_3	PICE.GLA	0.418	1035	11271
20	415_3	PICE.MAR	0.386	984	9609
20	415_3	PICE.RUB	0.386	698	4845
20	415_3	PINU.BAN	0.476	1309	9799
20	415_3	PINU.RES	0.455	1443	11084
20	415_3	PINU.STR	0.455	1146	8680
20	415_3	POPU.TRE	0.498	1124	7722
20	415_3	QUER.RUB	0.435	1934	16129
20	415_3	THUJ.SPP.ALL	0.401	710	6707
20	415_3	TSUG.CAN	0.386	822	7818
20	415_4	ABIE.BAL	0.455	311	2395
20	415_4	ACER.RUB	0.455	1051	6927
20	415_4	ACER.SAH	0.435	1179	9535
20	415_4	BETU.ALL	0.435	1075	6471
20	415_4	BETU.PAP	0.523	663	3890
20	415_4	FAGU.GRA	0.418	1282	11520
20	415_4	LARI.LAR	0.498	338	2850
20	415_4	PICE.GLA	0.418	1065	11852
20	415_4	PICE.MAR	0.386	985	9656
20	415_4	PICE.RUB	0.386	674	4712
20	415_4	PINU.BAN	0.476	1324	9882
20	415_4	PINU.RES	0.455	1447	11339
20	415_4	PINU.STR	0.455	1162	9283
20	415_4	POPU.TRE	0.498	1133	7853
20	415_4	QUER.RUB	0.435	2046	16484
20	415_4	THUJ.SPP.ALL	0.401	746	6868
20	415_4	TSUG.CAN	0.386	827	7853
20	415_5	ABIE.BAL	0.455	331	2449
20	415_5	ACER.RUB	0.455	1031	6888
20	415_5	ACER.SAH	0.435	1182	10010
20	415_5	BETU.ALL	0.435	1040	6664
20	415_5	BETU.PAP	0.523	629	3811
20	415_5	FAGU.GRA	0.418	1285	11432
20	415_5	LARI.LAR	0.498	395	2860
20	415_5	PICE.GLA	0.418	1044	11795
20	415_5	PICE.MAR	0.386	979	9825
20	415_5	PICE.RUB	0.386	613	4910
20	415_5	PINU.BAN	0.476	1313	9894
20	415_5	PINU.RES	0.455	1463	11266
20	415_5	PINU.STR	0.455	1171	8953
20	415_5	POPU.TRE	0.498	1186	7825
20	415_5	QUER.RUB	0.435	2104	16578
20	415_5	THUJ.SPP.ALL	0.401	743	6822
20	415_5	TSUG.CAN	0.386	818	7854
20	418_1	ABIE.BAL	0.435	334	2462
20	418_1	ACER.RUB	0.455	1018	6782
20	418_1	ACER.SAH	0.435	1249	10044
20	418_1	BETU.ALL	0.435	1049	6792
20	418_1	BETU.PAP	0.523	652	3883
20	418_1	FAGU.GRA	0.418	1294	10849
20	418_1	LARI.LAR	0.498	382	2983
20	418_1	PICE.GLA	0.418	1064	11736
20	418_1	PICE.MAR	0.386	993	10140
20	418_1	PICE.RUB	0.401	974	4904
20	418_1	PINU.BAN	0.476	1329	9980
20	418_1	PINU.RES	0.455	1469	11112
20	418_1	PINU.STR	0.455	1188	8791
20	418_1	POPU.TRE	0.476	1243	7869
20	418_1	QUER.RUB	0.435	1970	17207
20	418_1	THUJ.SPP.ALL	0.401	761	6962
20	418_1	TSUG.CAN	0.386	826	7479
20	418_2	ABIE.BAL	0.455	339	2464
20	418_2	ACER.RUB	0.455	957	6783
20	418_2	ACER.SAH	0.435	1219	9733
20	418_2	BETU.ALL	0.435	967	6658
20	418_2	BETU.PAP	0.523	632	3911
20	418_2	FAGU.GRA	0.418	1226	10775
20	418_2	LARI.LAR	0.498	451	2945
20	418_2	PICE.GLA	0.418	1004	11520
20	418_2	PICE.MAR	0.386	920	10011
20	418_2	PICE.RUB	0.386	630	4700
20	418_2	PINU.BAN	0.498	1266	9797
20	418_2	PINU.RES	0.455	1433	11423
20	418_2	PINU.STR	0.455	1111	8758
20	418_2	POPU.TRE	0.498	1159	7799
20	418_2	QUER.RUB	0.435	1958	16510
20	418_2	THUJ.SPP.ALL	0.401	754	6687
20	418_2	TSUG.CAN	0.386	780	7938
20	418_3	ABIE.BAL	0.435	330	2339
20	418_3	ACER.RUB	0.476	988	6773
20	418_3	ACER.SAH	0.435	1231	10158
20	418_3	BETU.ALL	0.455	901	6743
20	418_3	BETU.PAP	0.523	610	3717
20	418_3	FAGU.GRA	0.435	1228	11746
20	418_3	LARI.LAR	0.476	350	2852
20	418_3	PICE.GLA	0.418	946	11110
20	418_3	PICE.MAR	0.386	902	9351
20	418_3	PICE.RUB	0.386	586	4743
20	418_3	PINU.BAN	0.476	1244	9688
20	418_3	PINU.RES	0.476	1380	11322
20	418_3	PINU.STR	0.455	1156	8854
20	418_3	POPU.TRE	0.476	1084	7690
20	418_3	QUER.RUB	0.435	2142	17040
20	418_3	THUJ.SPP.ALL	0.386	776	6875
20	418_3	TSUG.CAN	0.386	835	8080
20	418_4	ABIE.BAL	0.435	299	2309
20	418_4	ACER.RUB	0.476	976	6628
20	418_4	ACER.SAH	0.435	1236	10156
20	418_4	BETU.ALL	0.455	916	6740
20	418_4	BETU.PAP	0.498	611	3797
20	418_4	FAGU.GRA	0.435	1246	11612
20	418_4	LARI.LAR	0.476	351	2782
20	418_4	PICE.GLA	0.418	937	10916
20	418_4	PICE.MAR	0.386	966	9036
20	418_4	PICE.RUB	0.386	628	4627
20	418_4	PINU.BAN	0.476	1248	9607
20	418_4	PINU.RES	0.476	1392	11210
20	418_4	PINU.STR	0.455	1143	8737
20	418_4	POPU.TRE	0.476	1107	7691
