LandisData "Dynamic Input Data"

>> WARNING - THIS IS A BIAS-CORRECTED INPUT FILE

>> The following multiplier was applied to all species's original maxB and maxANPP
>>	multiplier
>>	0.8

>> The following species' parameters (maxANPP and maxB) have also been modified

>>	species		averageMaxBiomassTarget	finalMultiplier
0	422_1	PICE.GLA	0.692	742	11332
0	422_1	PICE.MAR	0.614	2290	7572
0	422_1	PICE.RUB	0.581	673	3564
0	422_1	PINU.BAN	0.838	1150	10885
0	422_1	PINU.RES	0.737	1327	11279
0	422_1	PINU.STR	0.737	820	8845
0	422_1	POPU.TRE	0.893	960	8177
0	422_1	QUER.RUB	0.651	1321	15860
0	422_1	THUJ.SPP.ALL	0.614	626	6999
0	422_1	TSUG.CAN	0.523	530	6982
0	422_2	ABIE.BAL	0.737	330	2561
0	422_2	ACER.RUB	0.737	785	6138
0	422_2	ACER.SAH	0.692	869	9054
0	422_2	BETU.ALL	0.692	729	6884
0	422_2	BETU.PAP	0.838	508	3922
0	422_2	FAGU.GRA	0.651	726	11254
0	422_2	LARI.LAR	0.786	338	2982
0	422_2	PICE.GLA	0.692	742	10983
0	422_2	PICE.MAR	0.614	894	10443
0	422_2	PICE.RUB	0.581	613	3357
0	422_2	PINU.BAN	0.838	1140	10870
0	422_2	PINU.RES	0.737	1366	10698
0	422_2	PINU.STR	0.737	813	8629
0	422_2	POPU.TRE	0.893	950	8226
0	422_2	QUER.RUB	0.614	1260	15860
0	422_2	THUJ.SPP.ALL	0.614	621	7010
0	422_2	TSUG.CAN	0.523	518	6750
0	422_3	ABIE.BAL	0.737	326	2537
0	422_3	ACER.RUB	0.737	765	6156
0	422_3	ACER.SAH	0.692	927	9046
0	422_3	BETU.ALL	0.692	722	6718
0	422_3	BETU.PAP	0.838	519	3896
0	422_3	FAGU.GRA	0.651	710	10907
0	422_3	LARI.LAR	0.838	410	2968
0	422_3	PICE.GLA	0.692	756	10537
0	422_3	PICE.MAR	0.614	1730	7088
0	422_3	PICE.RUB	0.581	406	3384
0	422_3	PINU.BAN	0.838	1141	10784
0	422_3	PINU.RES	0.737	1368	10918
0	422_3	PINU.STR	0.737	814	8479
0	422_3	POPU.TRE	0.893	971	8314
0	422_3	QUER.RUB	0.614	1302	15275
0	422_3	THUJ.SPP.ALL	0.614	622	6922
0	422_3	TSUG.CAN	0.523	514	7135
0	422_4	ABIE.BAL	0.737	374	2635
0	422_4	ACER.RUB	0.737	800	6026
0	422_4	ACER.SAH	0.692	847	9157
0	422_4	BETU.ALL	0.692	738	6510
0	422_4	BETU.PAP	0.838	571	4014
0	422_4	FAGU.GRA	0.614	730	10882
0	422_4	LARI.LAR	0.838	348	3046
0	422_4	PICE.GLA	0.692	781	11798
0	422_4	PICE.MAR	0.614	922	10525
0	422_4	PICE.RUB	0.737	397	1598
0	422_4	PINU.BAN	0.838	1184	10814
0	422_4	PINU.RES	0.737	986	11235
0	422_4	PINU.STR	0.737	552	4909
0	422_4	POPU.TRE	0.893	1018	8250
0	422_4	QUER.RUB	0.614	1262	15861
0	422_4	THUJ.SPP.ALL	0.581	604	6972
0	422_4	TSUG.CAN	0.523	508	7032
0	422_5	ABIE.BAL	0.737	320	2554
0	422_5	ACER.RUB	0.737	814	6156
0	422_5	ACER.SAH	0.692	813	8789
0	422_5	BETU.ALL	0.692	743	6832
0	422_5	BETU.PAP	0.838	563	3878
0	422_5	FAGU.GRA	0.651	765	11075
0	422_5	LARI.LAR	0.838	398	2995
0	422_5	PICE.GLA	0.692	1277	5354
0	422_5	PICE.MAR	0.614	994	10243
0	422_5	PICE.RUB	0.581	661	3380
0	422_5	PINU.BAN	0.838	1151	10738
0	422_5	PINU.RES	0.737	1348	11017
0	422_5	PINU.STR	0.737	818	8659
0	422_5	POPU.TRE	0.893	920	8294
0	422_5	QUER.RUB	0.614	1241	15906
0	422_5	THUJ.SPP.ALL	0.614	615	7106
0	422_5	TSUG.CAN	0.523	521	7083
0	424_1	ABIE.BAL	0.737	319	2826
0	424_1	ACER.RUB	0.786	956	7382
0	424_1	ACER.SAH	0.692	1246	10286
0	424_1	BETU.ALL	0.737	1045	7420
0	424_1	BETU.PAP	0.838	710	4367
0	424_1	FAGU.GRA	0.692	1199	12976
0	424_1	LARI.LAR	0.893	422	3462
0	424_1	PICE.GLA	0.737	1158	13001
0	424_1	PICE.MAR	0.651	1086	11589
0	424_1	PICE.RUB	0.614	396	3680
0	424_1	PINU.BAN	0.893	1444	11222
0	424_1	PINU.RES	0.786	1398	12386
0	424_1	PINU.STR	0.786	1120	9979
0	424_1	POPU.TRE	0.944	1556	3938
0	424_1	QUER.RUB	0.737	1957	18702
0	424_1	THUJ.SPP.ALL	0.614	840	7872
0	424_1	TSUG.CAN	0.581	817	8238
0	424_2	ABIE.BAL	0.737	362	2832
0	424_2	ACER.RUB	0.786	966	7266
0	424_2	ACER.SAH	0.692	1177	10377
0	424_2	BETU.ALL	0.737	1062	7430
0	424_2	BETU.PAP	0.893	698	4338
0	424_2	FAGU.GRA	0.692	1183	12314
0	424_2	LARI.LAR	0.893	1463	8606
0	424_2	PICE.GLA	0.737	1131	12891
0	424_2	PICE.MAR	0.651	961	11510
0	424_2	PICE.RUB	0.614	557	3750
0	424_2	PINU.BAN	0.838	1498	11133
0	424_2	PINU.RES	0.786	1430	12371
0	424_2	PINU.STR	0.786	1124	10050
0	424_2	POPU.TRE	0.944	1247	8889
0	424_2	QUER.RUB	0.737	1938	18732
0	424_2	THUJ.SPP.ALL	0.614	831	7923
0	424_2	TSUG.CAN	0.581	782	8466
0	424_3	ABIE.BAL	0.737	378	2858
0	424_3	ACER.RUB	0.737	986	7302
0	424_3	ACER.SAH	0.692	1174	10641
0	424_3	BETU.ALL	0.737	982	7615
0	424_3	BETU.PAP	0.838	764	4342
0	424_3	FAGU.GRA	0.692	1162	12102
0	424_3	LARI.LAR	0.838	445	3455
0	424_3	PICE.GLA	0.692	1242	13366
0	424_3	PICE.MAR	0.614	1093	11966
0	424_3	PICE.RUB	0.614	432	3720
0	424_3	PINU.BAN	0.893	1479	11322
0	424_3	PINU.RES	0.786	1391	12170
0	424_3	PINU.STR	0.737	1155	9816
0	424_3	POPU.TRE	0.893	1417	9042
0	424_3	QUER.RUB	0.737	1850	18433
0	424_3	THUJ.SPP.ALL	0.614	805	7801
0	424_3	TSUG.CAN	0.551	818	8584
0	424_4	ABIE.BAL	0.737	362	2854
0	424_4	ACER.RUB	0.786	942	7317
0	424_4	ACER.SAH	0.692	1301	10765
0	424_4	BETU.ALL	0.737	989	7554
0	424_4	BETU.PAP	0.838	733	4362
0	424_4	FAGU.GRA	0.692	1173	13057
0	424_4	LARI.LAR	0.893	398	3442
0	424_4	PICE.GLA	0.692	1195	13172
0	424_4	PICE.MAR	0.614	1030	12210
0	424_4	PICE.RUB	0.614	410	3851
0	424_4	PINU.BAN	0.893	1461	11363
0	424_4	PINU.RES	0.786	1455	11938
0	424_4	PINU.STR	0.786	1113	9939
0	424_4	POPU.TRE	0.893	1362	8930
0	424_4	QUER.RUB	0.737	1913	18867
0	424_4	THUJ.SPP.ALL	0.614	802	7902
0	424_4	TSUG.CAN	0.551	818	8048
0	424_5	ABIE.BAL	0.737	344	2781
0	424_5	ACER.RUB	0.786	963	7348
0	424_5	ACER.SAH	0.737	1226	10769
0	424_5	BETU.ALL	0.737	1002	7756
0	424_5	BETU.PAP	0.893	698	4238
0	424_5	FAGU.GRA	0.692	1189	12542
0	424_5	LARI.LAR	0.893	357	3410
0	424_5	PICE.GLA	0.737	1130	13097
0	424_5	PICE.MAR	0.651	1118	11511
0	424_5	PICE.RUB	0.614	492	3852
0	424_5	PINU.BAN	0.838	1004	5004
0	424_5	PINU.RES	0.786	1433	12599
0	424_5	PINU.STR	0.786	1136	9958
0	424_5	POPU.TRE	0.944	1278	8867
0	424_5	QUER.RUB	0.737	1730	18829
0	424_5	THUJ.SPP.ALL	0.614	822	7842
0	424_5	TSUG.CAN	0.581	816	8476